"episode_id","episode","device_id","screen_sequence","start_timestamp","end_timestamp","timestamp"
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243310258,1759243370257,1759243370257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243370258,1759243430257,1759243370258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243370258,1759243430257,1759243430257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243430258,1759243490257,1759243430258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243430258,1759243490257,1759243490257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243490258,1759243550257,1759243490258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243490258,1759243550257,1759243550257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243550258,1759243610257,1759243550258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243550258,1759243610257,1759243610257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243610258,1759243670257,1759243610258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243610258,1759243670257,1759243670257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243670258,1759243730257,1759243670258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243670258,1759243730257,1759243730257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243730258,1759243790257,1759243730258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243730258,1759243790257,1759243790257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243790258,1759243850257,1759243790258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243790258,1759243850257,1759243850257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243850258,1759243910257,1759243850258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243850258,1759243910257,1759243910257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243910258,1759243970257,1759243910258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243910258,1759243970257,1759243970257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243970258,1759244030257,1759243970258
